Dates,TAve,TMax,TMin,Rain,TEPCO,KEPCO,TOHOKU,CHUBU,Total
25/01/16,0.630,5.380,-4.120,0.160,37479.583,20108.333,12056.667,18482.420,88127.003
26/01/16,3.490,8.080,-1.100,0.400,37413.750,19485.417,11539.583,18139.481,86578.230
27/01/16,5.970,10.920,1.030,0.080,35878.750,18376.250,11144.167,17275.023,82674.190
28/01/16,6.610,11.710,1.500,6.630,34712.500,18182.500,10965.833,16837.521,80698.354
29/01/16,6.080,8.030,4.120,25.160,36728.750,18055.417,11710.417,17586.560,84081.143
30/01/16,5.420,7.720,3.120,0.240,36164.583,16391.250,11212.917,16811.333,80580.082
31/01/16,6.210,10.430,1.980,0.120,31336.250,15201.250,10385.000,14864.259,71786.759
01/02/16,4.980,7.130,2.840,0.000,36437.083,17573.333,11529.167,17314.958,82854.541
02/02/16,5.530,9.250,1.810,0.350,35320.000,17847.917,11740.833,17135.549,82044.298
03/02/16,4.440,8.730,0.150,0.020,35814.583,18296.250,11522.917,17341.739,82975.488
04/02/16,4.500,9.280,-0.280,0.000,35657.500,18231.667,11250.833,17201.316,82341.316
05/02/16,6.010,10.930,1.080,0.020,34524.583,17705.000,11164.167,16704.683,80098.432
06/02/16,5.390,8.590,2.180,0.070,32532.917,16512.500,10742.917,15679.302,75467.635
07/02/16,4.060,7.940,0.190,0.270,31201.667,16161.250,10321.667,15080.995,72765.579
08/02/16,4.130,9.120,-0.870,0.250,35400.000,18047.917,11172.917,17053.665,81674.498
09/02/16,6.710,11.720,1.700,1.810,35092.500,18113.750,11381.667,17044.304,81632.220
10/02/16,5.310,9.500,1.120,0.280,35041.250,18156.667,11482.083,17070.492,81750.492
11/02/16,5.840,11.410,0.280,0.000,33676.250,16982.917,10822.917,16161.005,77643.088
12/02/16,7.570,12.680,2.450,0.600,34620.417,16940.833,10669.167,16373.830,78604.247
13/02/16,13.090,17.580,8.600,26.270,29045.833,15098.333,9615.000,13964.607,67723.774
14/02/16,15.250,20.210,10.300,1.470,25692.917,13520.833,8899.167,12358.814,60471.730
15/02/16,6.330,10.960,1.690,0.300,32078.750,16939.167,10826.667,15695.300,75539.883
16/02/16,3.960,7.720,0.190,0.920,34113.333,18086.250,11247.500,16719.851,80166.934
17/02/16,5.240,9.680,0.800,0.120,34210.833,17994.167,11448.333,16778.508,80431.841
18/02/16,5.210,10.500,-0.080,0.030,34510.833,17745.417,10832.917,16618.059,79707.226
19/02/16,8.260,14.410,2.110,4.580,32247.917,16926.250,10483.750,15642.212,75300.128
20/02/16,7.970,9.850,6.090,26.950,31908.333,16053.750,9866.250,15121.878,72950.211
21/02/16,8.120,12.120,4.120,0.260,28391.667,14927.083,9251.667,13626.527,66196.943
22/02/16,5.870,9.050,2.690,1.870,33407.083,17468.333,10657.917,16175.580,77708.913
23/02/16,7.270,10.410,4.140,0.830,33695.000,17325.000,10630.833,16208.997,77859.830
24/02/16,4.670,7.850,1.500,1.700,35205.833,17709.167,11203.333,16910.754,81029.087
25/02/16,3.910,8.100,-0.280,0.050,35612.083,17871.667,11327.083,17107.701,81918.534
26/02/16,4.510,9.530,-0.500,0.020,34221.667,17980.417,11255.417,16722.813,80180.313
27/02/16,6.570,11.800,1.340,0.740,31460.833,15980.000,10162.500,15057.888,72661.221
28/02/16,8.740,14.220,3.260,1.540,28730.833,14329.167,9452.500,13610.055,66122.555
29/02/16,7.380,12.550,2.220,1.660,32356.667,16706.250,10505.000,15616.616,75184.532
01/03/16,3.970,7.500,0.440,0.520,33719.167,18383.333,11634.167,16802.208,80538.875
02/03/16,5.340,10.710,-0.030,0.480,33549.167,17803.750,11367.083,16513.068,79233.068
03/03/16,7.850,14.410,1.300,0.420,32128.750,16822.500,10931.250,15706.083,75588.583
04/03/16,10.260,16.030,4.490,0.040,31260.000,16059.583,10519.167,15124.841,72963.590
05/03/16,12.080,17.150,7.010,0.000,28989.167,13952.500,9710.417,13649.753,66301.836
06/03/16,13.720,18.140,9.300,7.430,26648.750,13001.667,8738.333,12437.261,60826.010
07/03/16,14.770,17.600,11.950,4.530,29818.750,14411.250,9484.583,13951.928,67666.511
08/03/16,15.100,19.460,10.730,4.290,28672.917,14937.917,9580.000,13802.973,66993.806
09/03/16,8.890,12.810,4.970,24.610,32096.250,16392.500,10315.000,15399.287,74203.037
10/03/16,6.600,9.450,3.760,0.540,33842.083,16766.250,10308.333,16000.200,76916.867
11/03/16,6.010,9.210,2.810,0.020,35380.000,16686.250,10478.333,16463.180,79007.763
12/03/16,5.710,10.040,1.390,0.000,32400.833,15310.417,9656.667,14990.936,72358.852
13/03/16,6.670,10.880,2.460,10.120,30500.000,14579.583,9051.667,14070.428,68201.677
14/03/16,6.260,8.470,4.050,14.790,35324.167,17205.000,8838.750,16128.536,77496.452
15/03/16,8.170,12.750,3.600,0.000,33022.917,16605.000,10162.500,15679.895,75470.311
16/03/16,8.520,14.400,2.650,0.070,32874.167,16817.500,9878.333,15617.208,75187.208
17/03/16,12.600,19.860,5.350,0.380,30046.667,15524.167,9400.833,14309.442,69281.109
18/03/16,13.510,19.130,7.900,18.110,28969.583,15133.333,9134.167,13816.127,67053.210
19/03/16,14.310,17.480,11.130,2.190,27337.917,13848.750,8545.000,12819.186,62550.853
20/03/16,11.680,16.090,7.270,0.190,25125.000,13179.583,8305.833,11931.503,58541.919
21/03/16,9.400,13.570,5.230,0.040,27516.250,13960.000,8874.583,12995.277,63346.110
22/03/16,10.120,16.620,3.620,0.170,29679.167,15420.417,9349.167,14160.724,68609.474
23/03/16,11.700,16.940,6.460,0.470,29867.500,15223.750,9757.500,14274.485,69123.235
24/03/16,8.100,11.730,4.480,0.420,32622.500,15732.500,9953.750,15258.509,73567.259
25/03/16,7.690,12.570,2.800,0.490,31727.083,16180.000,9965.000,15134.321,73006.404
26/03/16,8.170,13.290,3.040,0.030,29964.583,15088.750,9200.000,14105.148,68358.481
27/03/16,9.750,15.380,4.120,0.000,27330.435,13755.000,8475.217,12770.549,62331.202
28/03/16,11.450,16.250,6.660,0.000,29782.917,15114.583,9135.417,14042.462,68075.378
29/03/16,11.580,17.690,5.470,0.000,29141.250,15261.250,9177.917,13913.771,67494.187
30/03/16,13.780,18.810,8.760,0.440,28234.583,14579.583,8999.583,13411.331,65225.080
31/03/16,14.220,19.620,8.820,2.300,27149.167,14217.083,5428.333,11983.880,58778.463
01/04/16,13.320,17.080,9.550,2.920,27871.250,15518.333,8907.826,14791.250,67088.659
02/04/16,13.400,17.230,9.580,1.500,27444.583,14001.250,8822.917,12247.500,62516.250
03/04/16,15.460,19.140,11.790,19.350,25198.333,13215.833,7985.417,11183.750,57583.333
04/04/16,15.100,19.610,10.590,2.580,27632.500,15340.833,9170.833,14154.583,66298.750
05/04/16,12.740,16.370,9.120,0.090,29770.000,15531.667,9063.333,14759.583,69124.583
06/04/16,14.150,20.350,7.950,10.780,27852.500,15512.917,8822.917,14928.750,67117.083
07/04/16,15.210,19.240,11.170,28.600,29540.417,16142.083,9512.917,15404.167,70599.583
08/04/16,15.500,19.860,11.140,0.060,27552.500,15336.250,8925.000,14668.333,66482.083
09/04/16,16.170,22.440,9.900,0.170,25071.250,14017.500,8208.750,12666.250,59963.750
10/04/16,16.070,20.940,11.200,0.210,23977.083,13028.750,7659.583,11052.917,55718.333
11/04/16,11.220,15.740,6.690,0.260,28095.000,15162.500,9195.000,14239.167,66691.667
12/04/16,10.700,16.480,4.920,0.130,29318.333,15788.750,9240.000,15300.000,69647.083
13/04/16,14.840,19.020,10.670,18.780,31010.833,15626.667,9045.833,15083.750,70767.083
14/04/16,17.240,21.370,13.110,0.470,30686.667,15221.667,8740.417,14703.333,69352.083
15/04/16,15.190,20.010,10.360,0.130,29613.333,14974.167,8800.833,14453.333,67841.667
16/04/16,15.050,21.420,8.670,6.220,27137.083,14087.917,8444.167,12657.083,62326.250
17/04/16,18.750,23.070,14.430,3.510,25934.583,13173.750,7840.833,11097.917,58047.083
18/04/16,16.310,20.790,11.830,0.230,28894.167,14851.250,8456.250,13725.833,65927.500
19/04/16,14.810,20.230,9.390,0.020,29119.167,15227.500,8721.250,14403.333,67471.250
20/04/16,14.280,20.210,8.350,3.060,29322.500,15201.667,8726.667,14407.500,67658.333
21/04/16,16.030,19.150,12.920,20.500,30194.583,15590.000,8728.750,14590.417,69103.750
22/04/16,18.390,23.150,13.630,0.000,29854.167,15335.000,8680.833,14095.000,67965.000
23/04/16,17.740,22.230,13.250,7.030,27353.333,14054.167,8137.500,12265.833,61810.833
24/04/16,16.610,20.760,12.460,1.570,25717.500,12935.217,7576.250,10964.167,57193.134
25/04/16,17.500,22.840,12.160,0.950,28890.417,14843.333,8400.417,13601.667,65735.833
26/04/16,19.210,24.840,13.570,1.170,30284.167,15234.167,8510.417,14270.417,68299.167
27/04/16,17.480,20.530,14.420,12.230,30050.833,15164.167,8535.833,14146.667,67897.500
28/04/16,14.390,16.580,12.200,9.800,30138.333,14870.000,8789.167,13913.750,67711.250
29/04/16,14.120,18.530,9.710,0.460,26645.000,13365.000,8246.667,11805.417,60062.083
30/04/16,14.790,21.030,8.550,0.230,25744.167,13184.167,7927.083,11026.250,57881.667
01/05/16,17.570,23.630,11.500,0.460,24284.167,12142.500,7463.333,10142.917,54032.917
02/05/16,18.360,24.190,12.530,0.070,26447.500,13212.500,7721.250,10730.833,58112.083
03/05/16,19.600,23.840,15.360,15.600,24576.250,12231.250,7175.417,10138.333,54121.250
04/05/16,20.490,25.070,15.910,0.500,24454.167,11983.750,7097.083,9990.417,53525.417
05/05/16,20.290,24.770,15.810,1.220,24554.167,12223.333,7093.750,10319.167,54190.417
06/05/16,17.620,21.010,14.230,4.790,27382.500,14220.417,7723.333,12811.667,62137.917
07/05/16,19.520,24.210,14.830,0.190,27138.750,13752.083,7934.167,12980.417,61805.417
08/05/16,19.890,25.450,14.330,6.050,25255.000,12580.833,7231.667,10870.833,55938.333
09/05/16,17.550,20.580,14.520,17.560,28980.833,14680.000,8075.833,12730.000,64466.667
10/05/16,18.530,21.600,15.460,17.580,30167.083,15248.750,8537.083,14317.083,68270.000
11/05/16,18.880,23.200,14.550,0.970,30507.083,15320.417,8577.500,14712.083,69117.083
12/05/16,19.710,25.710,13.710,0.000,30497.917,15067.083,8387.083,14635.417,68587.500
13/05/16,20.480,26.160,14.800,0.000,30742.917,15357.917,8454.583,14732.083,69287.500
14/05/16,20.180,25.590,14.780,0.000,27524.167,14232.083,7919.583,12522.500,62198.333
15/05/16,19.860,24.830,14.880,1.650,25565.000,13286.667,7406.250,11144.167,57402.083
16/05/16,18.570,23.490,13.640,27.440,29436.250,15363.333,8297.083,14099.167,67195.833
17/05/16,17.450,22.320,12.580,4.890,30559.583,15305.833,8578.750,14705.417,69149.583
18/05/16,19.590,26.930,12.260,0.000,30096.250,15388.750,8483.333,14699.583,68667.917
19/05/16,20.420,26.280,14.570,0.000,29973.750,15664.167,8492.083,14653.333,68783.333
20/05/16,20.330,25.000,15.660,0.000,29573.333,15611.250,8332.917,14534.167,68051.667
21/05/16,20.950,27.150,14.760,0.000,27396.250,14395.833,7918.750,12554.167,62265.000
22/05/16,22.360,28.570,16.140,0.000,26182.917,13384.583,7555.417,11278.750,58401.667
23/05/16,23.250,30.320,16.180,0.000,31048.750,15757.917,8401.667,14652.917,69861.250
24/05/16,23.240,28.810,17.660,1.890,32620.000,16024.583,8528.750,15437.083,72610.417
25/05/16,22.180,24.700,19.660,0.130,31746.667,15726.250,8533.750,15178.750,71185.417
26/05/16,23.780,27.500,20.060,16.750,31924.167,16254.583,8709.167,15452.083,72340.000
27/05/16,21.470,25.470,17.470,2.340,30430.417,15722.500,8597.500,15307.917,70058.333
28/05/16,20.020,23.690,16.360,1.400,26856.667,13954.167,8065.417,12558.750,61435.000
29/05/16,21.240,26.060,16.430,15.560,25411.250,13106.667,7510.417,11308.750,57337.083
30/05/16,20.170,23.760,16.580,0.720,28965.000,14954.167,8293.750,14070.417,66283.333
31/05/16,22.070,27.070,17.070,1.880,29665.000,15712.083,8473.333,15112.500,68962.917
01/06/16,20.640,24.690,16.580,0.200,29510.417,15090.417,8230.417,14584.167,67415.417
02/06/16,19.550,24.380,14.720,0.150,29293.333,14883.750,8283.333,14692.083,67152.500
03/06/16,19.100,24.900,13.310,0.330,29255.833,15115.417,8287.083,14704.167,67362.500
04/06/16,20.680,25.160,16.200,10.550,27226.667,13830.000,7985.417,12453.333,61495.417
05/06/16,19.630,23.330,15.930,0.580,24910.417,12873.333,7439.583,11117.500,56340.833
06/06/16,20.880,25.380,16.380,1.510,29032.500,15182.917,8263.750,14339.583,66818.750
07/06/16,20.660,23.190,18.120,6.780,30029.583,15436.667,8530.833,15068.333,69065.417
08/06/16,22.470,27.160,17.780,3.020,30641.250,15726.667,8590.833,15317.500,70276.250
09/06/16,22.560,25.420,19.700,0.890,31064.583,16018.750,8692.083,15323.750,71099.167
10/06/16,24.200,29.270,19.130,0.000,31518.333,16381.250,8652.083,15607.917,72159.583
11/06/16,24.120,29.200,19.040,0.970,28347.500,15020.000,8200.833,13119.167,64687.500
12/06/16,23.560,27.110,20.010,36.880,26905.000,13979.167,7828.333,11616.250,60328.750
13/06/16,21.500,23.850,19.150,15.240,30145.833,15693.333,8476.250,14584.583,68900.000
14/06/16,23.030,26.920,19.130,0.150,30732.917,16342.500,8594.167,15552.083,71221.667
15/06/16,22.930,25.940,19.920,2.630,30358.750,16762.500,8671.667,15707.083,71500.000
16/06/16,21.950,24.150,19.760,17.510,30937.500,16373.333,8711.250,15424.167,71446.250
17/06/16,23.630,27.790,19.460,1.090,32458.333,16267.917,8687.083,15607.500,73020.833
18/06/16,25.140,30.940,19.340,11.840,30028.750,15071.250,8230.000,13423.333,66753.333
19/06/16,23.660,27.180,20.140,11.940,27560.000,13582.083,7711.250,11753.750,60607.083
20/06/16,24.460,28.220,20.700,22.120,33193.333,16261.250,8603.333,15272.500,73330.417
21/06/16,24.180,27.820,20.530,10.240,32888.750,16942.917,8906.250,16245.833,74983.750
22/06/16,23.480,25.870,21.090,39.360,32153.333,16820.417,8862.917,16157.917,73994.583
23/06/16,24.320,27.700,20.930,4.770,32512.083,16997.917,8762.917,16435.000,74707.917
24/06/16,23.210,26.330,20.090,22.030,31693.750,16279.167,8646.250,15612.083,72231.250
25/06/16,23.480,26.910,20.060,1.640,29862.917,15089.167,8207.917,13261.250,66421.250
26/06/16,23.620,27.780,19.460,0.260,27995.000,13827.500,7395.417,11715.000,60932.917
27/06/16,23.350,28.150,18.550,27.030,32281.667,16033.333,8421.667,15058.750,71795.417
28/06/16,20.740,23.860,17.630,8.890,31169.167,15935.833,8623.750,15370.000,71098.750
29/06/16,22.430,25.330,19.540,12.290,31192.917,16153.333,8766.250,15464.583,71577.083
30/06/16,24.100,27.230,20.960,0.300,31628.750,16577.917,8750.000,15913.750,72870.417
01/07/16,26.550,31.310,21.780,0.050,33592.500,17316.250,9058.750,16737.083,76704.583
02/07/16,27.920,32.130,23.700,1.780,31840.417,16617.500,8502.083,14717.083,71677.083
03/07/16,29.020,33.430,24.610,3.510,32697.917,16360.000,7923.750,13436.250,70417.917
04/07/16,28.210,32.690,23.730,2.000,37421.667,19281.250,8712.917,17190.000,82605.833
05/07/16,26.260,30.200,22.330,0.790,32588.750,20103.333,8571.250,17714.583,78977.917
06/07/16,25.630,29.160,22.100,1.530,32552.083,19614.167,8731.250,17055.833,77953.333
07/07/16,28.190,33.560,22.820,5.240,36687.917,19981.667,8695.417,18295.417,83660.417
08/07/16,25.350,28.670,22.030,27.390,34432.917,18581.250,8866.250,17060.833,78941.250
09/07/16,23.510,26.150,20.870,8.870,29133.750,15761.667,8258.333,13416.250,66570.000
10/07/16,26.320,30.790,21.840,2.340,29861.250,16070.000,7975.417,12934.583,66841.250
11/07/16,27.580,32.200,22.950,3.130,36485.000,19088.750,8812.917,17082.500,81469.167
12/07/16,27.500,31.150,23.850,9.400,36684.583,19335.833,9140.417,17535.000,82695.833
13/07/16,26.270,28.770,23.770,9.330,35785.833,19124.583,9109.167,17527.917,81547.500
14/07/16,27.140,31.550,22.720,11.850,37039.583,19065.417,9085.833,17737.500,82928.333
15/07/16,24.380,26.970,21.790,1.830,33089.583,17233.333,8955.417,16573.333,75851.667
16/07/16,25.110,29.090,21.140,2.510,29365.417,16055.000,8150.833,13740.000,67311.250
17/07/16,26.420,29.160,23.680,0.190,29340.417,15760.417,8015.000,12965.000,66080.833
18/07/16,28.060,32.400,23.720,1.130,33826.667,16515.417,8469.583,15119.167,73930.833
19/07/16,27.610,32.040,23.180,2.150,37486.667,18704.167,9143.333,17430.417,82764.583
20/07/16,27.040,31.290,22.800,6.510,36118.333,18672.500,9157.083,17779.167,81727.083
21/07/16,25.520,29.010,22.040,5.390,32852.500,18575.417,8975.417,17691.250,78094.583
22/07/16,24.990,28.340,21.630,0.340,31315.833,18607.500,8995.417,16845.000,75763.750
23/07/16,25.440,29.390,21.490,0.000,27848.750,16885.000,7993.333,13775.833,66502.917
24/07/16,25.830,30.170,21.480,0.040,27200.417,15425.000,7874.583,12512.917,63012.917
25/07/16,26.350,29.770,22.930,1.560,32027.083,17864.583,9093.333,15812.083,74797.083
26/07/16,25.200,28.140,22.260,10.660,32434.583,18040.417,9150.417,15872.500,75497.917
27/07/16,26.250,29.570,22.940,1.190,32490.000,18719.167,9173.333,16282.083,76664.583
28/07/16,27.790,31.640,23.930,1.100,34753.333,19328.333,9615.417,16852.917,80550.000
29/07/16,28.180,32.550,23.820,0.040,35838.333,19335.417,9995.833,17073.333,82242.917
30/07/16,28.670,33.300,24.040,0.000,33178.333,17816.667,9175.417,14514.167,74684.583
31/07/16,28.940,33.000,24.880,0.990,31422.500,17056.250,8810.417,13436.250,70725.417
01/08/16,29.080,33.340,24.820,11.710,36430.833,19900.833,9972.917,17360.000,83664.583
02/08/16,28.030,32.050,24.000,14.440,36580.417,19973.750,9881.250,17770.833,84206.250
03/08/16,28.500,32.860,24.150,0.150,36993.750,19942.083,9807.917,17900.833,84644.583
04/08/16,29.310,33.890,24.730,0.000,38463.333,20472.917,10195.833,18400.417,87532.500
05/08/16,29.470,34.050,24.900,0.810,39335.000,20949.583,10335.417,18633.750,89253.750
06/08/16,30.110,34.810,25.420,2.180,36772.500,19065.833,9602.500,15969.167,81410.000
07/08/16,29.670,34.300,25.050,0.000,33970.000,17739.583,9432.083,14448.333,75590.000
08/08/16,29.930,34.350,25.510,1.470,37902.917,20559.167,10259.167,18540.833,87262.083
09/08/16,30.420,35.390,25.460,0.000,41332.083,20514.167,10178.333,18933.750,90958.333
10/08/16,29.270,33.750,24.800,0.000,39290.000,19104.167,9489.167,17836.667,85720.000
11/08/16,28.600,33.460,23.740,0.000,33252.500,17113.333,9145.000,16532.500,76043.333
12/08/16,28.590,33.150,24.040,0.020,33516.250,17704.583,8720.000,15708.750,75649.583
13/08/16,28.730,33.270,24.180,0.000,30389.167,17057.500,8289.583,13278.750,69015.000
14/08/16,28.400,32.480,24.320,1.570,28265.000,16755.000,7825.833,12423.333,65269.167
15/08/16,28.640,32.460,24.820,1.080,30465.000,16943.333,7958.750,12516.667,67883.750
16/08/16,29.030,33.550,24.510,22.370,32590.000,18122.917,8745.417,13900.417,73358.750
17/08/16,29.080,33.580,24.590,6.580,36075.000,18695.000,8990.833,15804.583,79565.417
18/08/16,28.910,32.890,24.940,26.690,35858.750,19762.500,9412.917,16217.917,81252.083
19/08/16,29.760,33.990,25.530,10.160,36222.083,20619.583,9948.333,16784.583,83574.583
20/08/16,29.140,33.180,25.100,21.550,32419.583,19217.500,9380.000,15017.917,76035.000
21/08/16,29.700,34.460,24.940,8.050,32399.167,18142.500,9263.750,14362.500,74167.917
22/08/16,28.900,32.570,25.220,36.360,35028.750,20811.667,9944.167,18007.083,83791.667
23/08/16,28.900,32.920,24.880,2.000,36428.750,20381.250,9756.667,18679.167,85245.833
24/08/16,28.280,32.420,24.130,1.340,36256.250,20396.250,9696.250,18010.417,84359.167
25/08/16,28.790,33.140,24.440,0.130,38173.750,20744.167,10140.000,18255.000,87312.917
26/08/16,28.610,33.050,24.170,3.330,38467.917,20417.083,9839.167,18437.917,87162.083
27/08/16,25.710,28.760,22.660,2.550,31081.667,16653.750,8039.167,14704.583,70479.167
28/08/16,24.780,28.000,21.550,10.430,27332.083,15223.333,7903.750,12967.083,63426.250
29/08/16,25.540,29.710,21.370,47.220,34047.083,17351.667,9440.417,16972.500,77811.667
30/08/16,24.630,28.230,21.030,3.850,34037.083,16383.750,9064.583,16355.417,75840.833
31/08/16,26.640,30.880,22.410,0.090,34060.417,16957.917,9234.167,16679.583,76932.083
01/09/16,26.830,31.760,21.900,0.120,35338.333,17614.583,9571.667,17204.167,79728.750
02/09/16,26.750,31.160,22.350,0.920,35910.417,18283.333,9614.167,17550.000,81357.917
03/09/16,27.970,32.120,23.820,4.620,33200.417,17100.417,8837.917,15087.917,74226.667
04/09/16,28.160,32.080,24.250,2.590,30995.000,16555.417,8786.667,13975.000,70312.083
05/09/16,27.740,31.490,23.990,3.220,37500.833,18478.750,9956.250,16839.583,82775.417
06/09/16,28.310,32.040,24.570,1.500,39036.667,19211.250,9910.833,17928.333,86087.083
07/09/16,27.920,31.650,24.190,10.300,37491.667,19715.000,9514.167,18400.833,85121.667
08/09/16,25.900,28.880,22.920,15.690,36542.500,18488.750,9215.833,17499.583,81746.667
09/09/16,26.070,30.520,21.620,0.020,36675.417,17347.917,9056.667,16739.583,79819.583
10/09/16,25.870,30.540,21.200,2.040,32652.500,15705.833,8139.167,14010.833,70508.333
11/09/16,24.940,28.490,21.380,2.770,28411.667,15290.417,7845.833,12706.667,64254.583
12/09/16,25.010,27.930,22.080,24.050,32831.667,17947.917,8685.833,16310.833,75776.250
13/09/16,23.540,25.360,21.710,10.420,32830.833,17894.583,8845.833,17096.667,76667.917
14/09/16,24.580,27.470,21.700,8.880,32412.500,17391.250,8992.917,17034.167,75830.833
15/09/16,24.790,27.590,21.980,0.660,33905.833,17009.583,9144.583,16504.167,76564.167
16/09/16,24.750,27.670,21.820,2.340,32690.417,17409.167,8997.500,16455.417,75552.500
17/09/16,26.000,29.700,22.300,7.190,31131.667,16385.833,8158.750,13952.083,69628.333
18/09/16,24.160,26.280,22.030,15.690,28597.083,15135.417,7773.333,12612.917,64118.750
19/09/16,22.320,24.950,19.690,32.290,29155.000,15246.250,8055.833,14901.667,67358.750
20/09/16,20.060,21.770,18.350,49.630,31089.583,16123.333,8452.917,15617.500,71283.333
21/09/16,21.390,24.590,18.200,12.250,30529.167,16136.250,8520.417,15645.833,70831.667
22/09/16,21.030,23.060,18.990,28.890,29533.750,15480.000,8478.333,15360.417,68852.500
23/09/16,22.080,24.380,19.770,1.190,31370.000,16050.000,8630.000,15751.250,71801.250
24/09/16,22.610,25.330,19.890,4.270,29136.250,14641.667,8256.250,13098.333,65132.500
25/09/16,24.750,28.880,20.620,5.750,27717.500,14315.417,7945.417,12035.000,62013.333
26/09/16,25.510,29.310,21.710,0.810,33345.833,16939.583,8845.000,15732.083,74862.500
27/09/16,26.210,30.310,22.100,7.730,35039.583,18221.667,9142.917,17052.500,79456.667
28/09/16,25.930,28.620,23.240,26.630,35682.500,18248.333,9041.250,16902.917,79875.000
29/09/16,23.240,26.330,20.150,4.120,34259.583,16882.917,8686.667,16341.667,76170.833
30/09/16,21.730,25.500,17.950,6.630,30812.500,15907.083,8362.500,15040.833,70122.917
01/10/16,22.190,25.340,19.030,0.320,28107.917,15255.000,8267.917,13320.417,64951.250
02/10/16,24.680,28.890,20.460,0.270,27495.000,15343.750,7821.667,12425.833,63086.250
03/10/16,23.670,26.900,20.450,5.190,32019.583,16983.333,8679.167,15560.000,73242.083
04/10/16,24.740,29.540,19.940,3.240,33697.917,16887.500,8859.167,16170.000,75614.583
05/10/16,23.390,26.900,19.870,3.850,32492.917,16843.333,8629.167,16053.333,74018.750
06/10/16,23.950,28.430,19.480,0.090,33885.417,16580.417,8626.250,16138.750,75230.833
07/10/16,21.310,25.350,17.270,0.880,30598.750,16036.250,8432.500,15390.000,70457.500
08/10/16,22.260,26.010,18.510,24.300,28390.417,15561.250,8193.333,13197.917,65342.917
09/10/16,20.540,24.570,16.510,7.130,26823.333,13470.833,7442.083,11480.000,59216.250
10/10/16,18.120,21.220,15.020,0.000,26454.167,13332.917,7753.750,12407.500,59948.333
11/10/16,17.750,20.810,14.690,0.130,28920.000,15143.333,8359.167,14477.917,66900.417
12/10/16,18.460,23.160,13.760,0.060,29349.583,15379.167,8579.167,14921.667,68229.583
13/10/16,16.950,19.790,14.120,0.000,29709.167,15185.833,8736.667,14839.583,68471.250
14/10/16,16.840,20.920,12.760,0.000,29342.500,15228.333,8722.083,14706.667,67999.583
15/10/16,17.470,23.410,11.520,1.220,27099.583,14237.500,8335.833,12724.167,62397.083
16/10/16,18.990,24.400,13.570,14.790,25419.167,13198.750,7671.250,11155.000,57444.167
17/10/16,19.780,22.730,16.830,6.840,29657.917,15494.583,8502.917,14165.833,67821.250
18/10/16,21.990,26.710,17.260,0.000,30675.000,16173.750,8694.583,15345.000,70888.333
19/10/16,21.160,24.770,17.540,0.170,30553.750,16193.333,8651.250,15349.583,70747.917
20/10/16,21.380,26.070,16.690,1.770,30779.583,16055.833,8620.833,15456.667,70912.917
21/10/16,17.550,20.660,14.450,2.420,29507.500,15308.750,8677.917,14677.500,68171.667
22/10/16,16.260,18.770,13.750,4.160,27347.917,14103.333,8347.917,12452.083,62251.250
23/10/16,17.570,20.950,14.200,0.840,25370.417,12993.750,7799.167,11154.167,57317.500
24/10/16,15.900,20.120,11.680,0.000,28630.000,14750.833,8629.167,14150.000,66160.000
25/10/16,14.560,18.480,10.630,2.340,30059.583,15479.583,8911.250,15052.917,69503.333
26/10/16,19.800,25.090,14.510,2.780,30024.167,15665.000,8695.833,15163.333,69548.333
27/10/16,17.640,22.290,13.000,0.830,29600.417,15208.333,8711.250,15006.667,68526.667
28/10/16,14.590,17.140,12.040,13.430,30837.083,15363.333,9117.083,15056.250,70373.750
29/10/16,15.870,20.180,11.560,0.340,27851.250,14048.333,8681.250,12658.750,63239.583
30/10/16,12.980,16.610,9.360,0.000,27086.667,12874.167,8034.583,11298.333,59293.750
31/10/16,13.740,18.190,9.280,7.140,29704.167,14950.000,9138.750,14200.417,67993.333
01/11/16,13.240,16.600,9.890,0.920,30897.083,15364.583,9521.250,14990.000,70772.917
02/11/16,11.510,15.050,7.970,1.770,32125.833,15406.667,9492.083,15111.250,72135.833
03/11/16,12.810,17.330,8.290,0.370,29227.917,14580.417,9189.583,14415.833,67413.750
04/11/16,12.720,17.590,7.850,0.200,30291.667,15450.000,9339.583,14815.833,69897.083
05/11/16,14.100,19.360,8.850,2.550,28173.333,14439.583,8785.833,12627.083,64025.833
06/11/16,13.820,18.730,8.910,0.090,26155.833,13619.583,8171.667,11316.250,59263.333
07/11/16,11.650,16.040,7.260,0.090,30828.333,15533.750,9394.583,14433.333,70190.000
08/11/16,11.820,15.200,8.430,6.770,32416.667,16308.750,9671.250,15271.667,73668.333
09/11/16,10.260,13.710,6.810,0.060,33017.500,16439.583,9958.333,15683.750,75099.167
10/11/16,9.260,12.070,6.440,21.160,34425.833,16893.750,10212.083,16287.083,77818.750
11/11/16,11.160,15.330,6.990,1.750,34988.333,16069.583,10070.000,15360.000,76487.917
12/11/16,13.720,18.750,8.690,0.130,29196.250,14360.833,8959.167,12844.583,65360.833
13/11/16,14.260,19.640,8.890,1.160,27108.333,13457.917,8345.417,11553.750,60465.417
14/11/16,14.350,17.070,11.630,8.360,31402.917,15735.417,9239.167,14759.167,71136.667
15/11/16,15.750,19.940,11.550,0.170,31320.833,15869.583,9264.167,15153.750,71608.333
